gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Significance
CLEC12A,87.44030502869893,0.48045042569565405,0.14815285434263736,3.2429373556617582,0.0011830421983890364,0.0018485584909303,Not Significant
SMIM35,13.450150896714803,-0.540596174944434,0.166778782945985,-3.2413965697274456,0.0011894558847016917,0.001858407202640484,Not Significant
ACSS1,3600.2886075666,-0.32887550928231196,0.10147741120608297,-3.2408740563397203,0.0011916381867448386,0.0018616435770586592,Not Significant
EIF4A3,7211.016381785722,0.18835006247611308,0.05814015744448414,3.239586384951941,0.001197032008087254,0.0018698960967496808,Not Significant
KRBA1,763.1251026565606,0.23433548037200128,0.07234893230702458,3.2389625236977952,0.0011996533524470492,0.0018738165687459118,Not Significant
CD40LG,91.90581319368147,0.522133259651714,0.16121733822434764,3.23869172759273,0.0012007928350009904,0.001875421910316925,Not Significant
RPLP0,84274.51101666354,0.2217497904217878,0.06847150655386548,3.2385703423560663,0.001201303936247175,0.0018760456262062858,Not Significant
STOML1,794.8325263645754,0.19547227220411173,0.060362960452730985,3.2382817333351652,0.0012025199522969544,0.0018777699710874588,Not Significant
FOXF1,47.126559997296255,0.3794838530946022,0.11722688604814505,3.237174217344205,0.0012071968866918215,0.001884897817502074,Not Significant
ARMCX4,764.7998580384232,-0.3669706975278557,0.11337537960689391,-3.236775910257166,0.0012088830036230853,0.0018873549581348793,Not Significant
CEP89,2355.073519171173,0.1588606675702552,0.049094255643883256,3.2358300474619357,0.0012128957586189132,0.0018934437414631128,Not Significant
EEF2,138860.995228203,-0.20262708667498747,0.06262782320579251,-3.235416406046287,0.0012146544664188952,0.0018960129411660076,Not Significant
SMARCA1,3722.0356677567247,-0.3520041843679265,0.10881520836505547,-3.234880396378195,0.001216936959655057,0.0018993991891678224,Not Significant
DCAF8,3016.904707540334,-0.1773624097642434,0.05483118212265716,-3.234699725559159,0.001217707203592108,0.0019004247033470585,Not Significant
PTOV1,1765.784142518842,-0.22008090340299352,0.06805385387641073,-3.2339227077818644,0.0012210249560783862,0.0019054254473548939,Not Significant
USP45,623.1418373211853,0.18921208723536287,0.05853680278283714,3.2323611512796773,0.001227717838256433,0.0019155136680900555,Not Significant
UBR4,10179.494031212838,0.18641859470689112,0.057689044308869876,3.231438428912033,0.0012316885654560115,0.0019215303073018791,Not Significant
PCCA,1097.4354662824378,-0.24392322083649381,0.07548517950689039,-3.2314054550831157,0.001231830680120318,0.001921573448974159,Not Significant
PDK3,5081.438535063237,0.26281808334846746,0.08135265232997839,3.230602516589606,0.00123529596081461,0.001926800017667534,Not Significant
SLC25A3,19089.33150661972,0.14081105846104872,0.04359920806364269,3.229670095280259,0.0012393313529191071,0.0019329147856564446,Not Significant
UQCRB,8574.238141751957,0.23412595827344937,0.07254027690513848,3.2275305287243086,0.001248637163522111,0.0019472476266799068,Not Significant
FBXO31,1688.2794218176834,0.15625015721878271,0.048414036890630834,3.2273730358771324,0.0012493247045295944,0.001948138876058223,Not Significant
GCKR,8.338423789829603,0.3983904842721643,0.12346788110866885,3.2266730480417447,0.0012523847596828783,0.0019527292045654464,Not Significant
ZNF26,903.6318667367358,0.17471453287354924,0.054150061457913796,3.2264881732283883,0.001253194109825615,0.001953809687569876,Not Significant
SLC16A7,421.9509440656283,0.37845204401608173,0.11734025216312632,3.225253372474077,0.0012586122522299365,0.001962074704284165,Not Significant
ZSWIM9,532.748692411879,0.2689790996167569,0.08340118620284268,3.2251231890463083,0.0012591847384403872,0.001962784901479779,Not Significant
MORF4L1,13024.304970388564,0.13205290823621985,0.04095024034750484,3.224716317062252,0.0012609755226070398,0.001965393842124871,Not Significant
ATOX1,3463.7956172198624,-0.22369486086661575,0.06937985750968781,-3.2242046740349712,0.0012632307778937014,0.00196872616963233,Not Significant
XRCC3,655.681184328195,0.23938355865656513,0.0742552201752856,3.2237943418857338,0.001265042158374987,0.001971366170500258,Not Significant
XCR1,87.52529681684858,0.5254710478706444,0.16302481964622906,3.2232579616462043,0.001267413584811507,0.0019748783424740654,Not Significant
FITM1,15.54683802426156,-0.40443760439109167,0.12549853580786693,-3.222647991768357,0.0012701153502440055,0.001978904547554187,Not Significant
EIF3I,12147.22918925321,0.16777157783471597,0.05206313177453132,3.2224641913836587,0.0012709305069408404,0.001979990845445697,Not Significant
OAT,11140.398083895669,0.2391899479155858,0.07424742524347659,3.2215251523028554,0.0012751026976896458,0.0019863064014859215,Not Significant
SLC6A12,119.3638964178803,0.4289940403467237,0.13318010611772094,3.2211570695665768,0.0012767415516018812,0.001988674816134012,Not Significant
KLHL31,119.57221810806134,0.38207641808115206,0.11861713718974241,3.221089524947603,0.0012770424987559306,0.001988959037862006,Not Significant
CCDC180,53.23311388314321,-0.3620158288938993,0.11239518420706697,-3.220919396572662,0.0012778008012451286,0.0019899554593045656,Not Significant
AXDND1,17.25538950756891,-0.5038805592479058,0.1564453670037557,-3.220808445134776,0.0012782955620097161,0.0019905413129597547,Not Significant
RPN2,28225.054165958783,0.19481912552893776,0.060490136369029814,3.2206759188045524,0.0012788867624865528,0.0019912772183847383,Not Significant
NRIP2,259.85063758592577,-0.24904319261047358,0.07736006608721495,-3.2192732659988272,0.0012851594933944856,0.00200085853427679,Not Significant
TAF3,1107.8784331489635,0.1440337949393747,0.0447459412697004,3.2189242387645747,0.0012867247664112012,0.0020031097346542327,Not Significant
APC2,152.66834724170263,-0.29220159926433725,0.09082984149857261,-3.217022009984783,0.0012952866144816653,0.002016251431054075,Not Significant
YLPM1,5164.118662076115,-0.14091866701018804,0.04380571340901839,-3.2169015419156892,0.0012958306024497203,0.002016911195431662,Not Significant
EPB41L3,2313.993419505628,-0.3255709543522568,0.10121067449480405,-3.2167649902280906,0.0012964474728843923,0.0020176842657627864,Not Significant
RASIP1,746.287316341605,0.3283155694279027,0.1020677084873988,3.2166448555905056,0.0012969904036156939,0.002018342129764578,Not Significant
TOR1AIP2,5771.67796837762,0.15940789377730635,0.04955909784710715,3.216521298855953,0.001297549018905958,0.0020190242774486256,Not Significant
VPS13D,5670.338308426525,-0.19267758627874323,0.05991278426380741,-3.2159678213308713,0.0013000540856479535,0.0020227347534622652,Not Significant
PGS1,1506.881842912663,0.19564774321137174,0.06085832010214107,3.2148068313914666,0.0013053232914989196,0.0020307448260294563,Not Significant
CPA5,15.078756348911742,0.566724335688842,0.17629704172529012,3.2145992362817073,0.001306267546011092,0.002032025533954245,Not Significant
LEPR,690.7952771491762,-0.37896972819996777,0.11789444468490584,-3.214483338997293,0.0013067949835276153,0.002032657665474067,Not Significant
FECH,2163.9327738982633,-0.17407825796382978,0.05415684638019665,-3.214335205963625,0.001307469409012883,0.0020335182915053067,Not Significant
NLRC3,415.9876670995128,0.3069672243703952,0.0955225620316787,3.2135572773748873,0.0013110164665327475,0.002038846173242405,Not Significant
EIF5AL1,159.60481709106617,0.5104719067944543,0.15890753287366213,3.2123833122517857,0.0013163861148561753,0.0020470072338093248,Not Significant
HSDL1,2168.8865939953444,-0.17843683597525653,0.055566489553994805,-3.2112310388416154,0.0013216762756678364,0.0020550431893962802,Not Significant
TNFAIP1,4110.569311176026,-0.16583613384315934,0.05164767629657109,-3.2109118112283643,0.001323145336354765,0.0020569463752869517,Not Significant
RPS28,12985.704879354362,0.2862411214313788,0.08914622399045925,3.2109169476658193,0.0013231216869466612,0.0020569463752869517,Not Significant
ANK2,839.8326626564559,-0.3630576420145078,0.1130712619316329,-3.210874591936773,0.0013233167146847898,0.0020570223153822454,Not Significant
EPAS1,9126.268276765513,-0.2553019093260682,0.07953076586378817,-3.2101024874238253,0.0013268765364126264,0.0020623649007772585,Not Significant
H2BC18,172.7084484844744,-0.5061209884594489,0.15766957769429568,-3.2100104272541587,0.0013273015729269781,0.0020628345497406136,Not Significant
NOL11,4097.23790681777,0.20859916840998613,0.06501029610761176,3.208709710607858,0.0013333203490382174,0.0020719968545453668,Not Significant
MLANA,33.55349726203407,-0.30815750201848213,0.0960405320606088,-3.2086192715385162,0.0013337397705371775,0.002072456800053511,Not Significant
MAP7,4229.721452272054,-0.2512009375145005,0.07829402845350036,-3.20843035511567,0.001334616284742749,0.0020736268568497243,Not Significant
HOXC9,493.08041635665785,-0.31188631924046717,0.09721353679815886,-3.2082601817895595,0.0013354062916902704,0.0020746623010268607,Not Significant
LOXL3,419.73468729889623,0.2613288258891836,0.08146978164829824,3.2076779954723533,0.0013381122780011126,0.0020784815805961025,Not Significant
OR2L13,5.489419106724204,-0.8233619575324074,0.2566842691501678,-3.2076837441515225,0.0013380855335835124,0.0020784815805961025,Not Significant
C9orf72,712.8620350660855,0.23146363640143666,0.07218514422518853,3.206527310929289,0.0013434755151831674,0.002086619201489038,Not Significant
GBP6,67.60159827811378,0.5734765973529856,0.17889455259797943,3.205668305852388,0.001347492181107167,0.002092604380968466,Not Significant
AC055839.2,85.62832333174056,0.3747331535391148,0.11689771675904395,3.2056498957249575,0.0013475783871009105,0.002092604380968466,Not Significant
COL5A3,3122.254047676662,-0.35483337885576666,0.11072948163315702,-3.2045068180786527,0.0013529408593473426,0.0021007372499743976,Not Significant
SUMO4,7.11846471105163,0.4039177805658292,0.12606763627794246,3.2039767896917497,0.0013554340332344538,0.0021044138120725063,Not Significant
MTHFD2L,632.288193375631,0.23487919766808166,0.07331786136853831,3.203574044357921,0.0013573313196914366,0.0021071646194728904,Not Significant
RPS11,63281.647149927165,0.2218870284168402,0.06926688794912964,3.203363612636913,0.0013583236131717235,0.002108510107991391,Not Significant
SPATA33,535.0717619962384,0.2141911301570911,0.06687474901491378,3.202870041565677,0.0013606536798873561,0.002111931765712734,Not Significant
PPP1R13L,2951.2362834584083,0.2424142586954035,0.075688809441841,3.2027754232502987,0.0013611007780922112,0.0021124304208756627,Not Significant
CECR2,346.84568089837535,-0.6739517055771848,0.21044575810768062,-3.2024960333595223,0.0013624217650303346,0.002114285135083126,Not Significant
RAP1A,4056.9004946514247,0.12914212696489047,0.04034073475013309,3.201283461116543,0.0013681686584864814,0.0021230072500851324,Not Significant
EOMES,166.0435910020057,0.5286660061013142,0.165143819985009,3.2012460784139796,0.0013683461857089063,0.0021230864848134122,Not Significant
ANKRD26,1106.2326407437274,-0.2794889748386498,0.08732497827155797,-3.2005616304823095,0.0013716003277506438,0.002127938850594012,Not Significant
GNG8,5.754976811234869,0.5119678026930897,0.16004940247875446,3.198811084352847,0.0013799556315785475,0.002140703672421055,Not Significant
TFEC,559.4802914462949,0.36556481157807236,0.11429480002533142,3.1984378247921286,0.0013817432487629147,0.0021432787268069677,Not Significant
TMEM86B,71.9381451581339,0.3413982505885953,0.1067463437313558,3.1982196172243467,0.0013827892788377115,0.0021447031054256747,Not Significant
TMEM255A,166.31329295088585,-0.3782920856420318,0.11831743444984213,-3.1972641006038693,0.0013873783821961897,0.0021516220120378414,Not Significant
TUBA8,10.312747431023602,0.31395356450313044,0.09820916954326278,3.196784637964265,0.0013896864074783976,0.0021550023470115775,Not Significant
PTPN3,2443.9960861056784,-0.24348721725437214,0.07617873740988768,-3.1962621793567365,0.0013922054366093512,0.0021587092333793098,Not Significant
TMSB4X,64110.70593483292,0.24119306271697213,0.07546409903012526,3.1961298924497585,0.0013928439243561489,0.0021594997970161645,Not Significant
ENTPD2,998.5058372598161,0.4085056045220891,0.12782921362082758,3.195713976101079,0.0013948531197973111,0.0021624151976320305,Not Significant
TM6SF1,118.42914955286957,-0.27030773556636617,0.08463249943145361,-3.193899948391534,0.0014036475540724104,0.0021758481198308056,Not Significant
RAF1,2674.4274807036654,0.18775128326733817,0.05878513396768003,3.1938565177135345,0.0014038587319713158,0.0021759745538116933,Not Significant
ZNF337,149.97789347449253,-0.24445058620722443,0.07658088548340278,-3.192057452250323,0.0014126323156779341,0.0021893714286928692,Not Significant
C1QTNF2,118.8395907095036,0.44510447646472506,0.13944614857960713,3.1919452849615526,0.0014131809976397982,0.002190019624146306,Not Significant
ASPH,16882.014367299464,-0.34340176469453304,0.10758759315502545,-3.1918342498815595,0.0014137243347599594,0.0021906594177543105,Not Significant
NCDN,3152.795810207631,-0.2243257813504888,0.0702925500890986,-3.1913165913905095,0.0014162599787855602,0.002194386019737147,Not Significant
SOCS3,3940.3854222915475,0.3507029529130978,0.10990140664011369,3.1910688282773285,0.0014174750787104172,0.00219606604110285,Not Significant
ZNF425,298.3751080894478,-0.24235711217424502,0.07595892918468905,-3.1906336065503234,0.0014196118556537218,0.00219917355658528,Not Significant
LRRC18,4.3303422874283966,-0.6515254557051622,0.20420144471367194,-3.190601597450601,0.0014197691256129623,0.0021992142536252455,Not Significant
SPSB2,554.2899098138753,0.2866093758415353,0.08986206825174572,3.189436671306165,0.001425503686015905,0.0022078933371007486,Not Significant
GZF1,1565.3317091816618,-0.17037484303725678,0.05343340862765338,-3.188545283055042,0.0014299061188494664,0.0022145077419967567,Not Significant
SRL,48.19397730768868,-0.36935465628891784,0.11586345571228096,-3.1878442949787495,0.0014333769937883915,0.0022196783480969945,Not Significant
TCFL5,1124.9278268101798,0.16625726999369184,0.05216414039577291,3.1871946653828958,0.0014366005041433407,0.002224464975425051,Not Significant
LRRN2,1924.4588969979814,-0.4209053949759974,0.13207062749051815,-3.186972023784893,0.0014377068049445864,0.002225972686655881,Not Significant
TYK2,4021.5157899637725,0.15925815098466742,0.04998321888482709,3.1862323903475502,0.0014413876661628752,0.0022314658926173322,Not Significant
ATP23,396.4487879960915,0.20275355406327095,0.06364082155972307,3.1859040957382825,0.001443024239566551,0.002233793539312426,Not Significant
NUP210L,16.095891711289298,0.4483445401584582,0.14074162635916654,3.1855858977663245,0.0014446121148711496,0.002236045379352467,Not Significant
NFU1,1577.7533964956085,-0.1649030673172704,0.051784920665598345,-3.184383893955031,0.001450624912225835,0.00224514529606779,Not Significant
TMEM203,2270.5435489168544,-0.14039595939202457,0.04411874386519012,-3.182229299660491,0.0014614606279750202,0.0022617073213905456,Not Significant
HECTD1,9197.622839271959,-0.16850859753811287,0.05295516331099119,-3.182099478166236,0.001462115892637878,0.0022625128219748085,Not Significant
SLC45A2,9.850503587286063,-0.47536723906696576,0.14941879600482227,-3.181442039270775,0.0014654384276725537,0.0022674451911305835,Not Significant
CYB561A3,1560.1984864037381,0.16476043599656104,0.0517926671594108,3.181153723739517,0.0014668976972900634,0.0022694939214916218,Not Significant
CCDC177,27.31355686667177,-0.6221474402543771,0.19560601169832048,-3.1806151296305942,0.0014696273056258415,0.002273507483122616,Not Significant
