gene_name,Significance,log2FoldChange,pvalue,padj
PKP1,Upregulated,2.0121651258103848,9.222142881829457e-22,5.785550624071485e-21
SLC35F1,Upregulated,1.2774623678886858,9.321056492413615e-22,5.8454201118655126e-21
VAX1,Upregulated,4.24018080147814,9.373146042579905e-22,5.875891552010136e-21
ALPL,Upregulated,1.3719632585564707,9.988740873271382e-22,6.2454741817683415e-21
ID4,Upregulated,1.6436004753290712,1.0290910501686376e-21,6.4272249070800184e-21
ZNF750,Upregulated,1.1895283014145293,1.0482397717677393e-21,6.541951408340821e-21
BCAN,Upregulated,1.7631130868697489,1.0698171583606536e-21,6.671653214917776e-21
C10orf90,Upregulated,2.238030766075488,1.154056046233193e-21,7.180983285456947e-21
CPA2,Upregulated,1.949181507515438,1.1930115617552868e-21,7.415134431228343e-21
PROKR2,Upregulated,3.2870929942989418,1.194310132129212e-21,7.420458363503038e-21
AC092835.1,Upregulated,1.1085772818764157,1.256071012768672e-21,7.792653422897437e-21
TGM1,Upregulated,1.4040297391385974,1.2996110915250778e-21,8.056820902704212e-21
VASH2,Upregulated,1.2945834233192706,1.3366255436957955e-21,8.280173294304433e-21
RIPK4,Upregulated,1.1391805135097295,1.3487564883294676e-21,8.349160739703209e-21
TMIE,Upregulated,1.2935606040959746,1.4440406521316148e-21,8.935700135637872e-21
MKI67,Upregulated,1.0550203022736562,1.636559037213649e-21,1.009722643026194e-20
ULBP2,Upregulated,1.4687499313885997,1.8879163513377188e-21,1.1596904393069016e-20
ICAM5,Upregulated,1.8019839733859886,1.9106072164306234e-21,1.1731994860803696e-20
SPSB4,Upregulated,1.6153838876501643,2.3888936243040333e-21,1.4604787387041555e-20
BCAT1,Upregulated,1.1899269698892185,2.4146123541729118e-21,1.475127809383364e-20
CDH19,Upregulated,3.663816777951345,2.460988759826258e-21,1.501820403488303e-20
KRT81,Upregulated,2.6680821933216388,3.284741902182331e-21,1.9922054571472894e-20
SBSN,Upregulated,2.985543242003713,3.39015021134199e-21,2.0531688942283307e-20
CENPV,Upregulated,1.1970194926022308,3.944535772048303e-21,2.3760626674254364e-20
TULP1,Upregulated,1.203443236701039,4.1288426455570896e-21,2.47837839754461e-20
PLAG1,Upregulated,1.3545135394041679,4.129154382852201e-21,2.47837839754461e-20
PRRG3,Upregulated,1.5137558607869737,4.157625735618002e-21,2.494575441370801e-20
TPPP2,Upregulated,2.2335182134525886,4.2756912934947665e-21,2.5644982291957893e-20
SERPINB2,Upregulated,2.5390586242232183,4.4165248700514824e-21,2.647076741107615e-20
GRHL3,Upregulated,1.2334374410726152,5.470362263018941e-21,3.271693682634912e-20
TFAP2E,Upregulated,1.0237663287431782,5.928423886632335e-21,3.5418640643695244e-20
ORM2,Upregulated,2.8111293791522622,6.977337663660699e-21,4.150798890770227e-20
TULP2,Upregulated,1.1383680633892896,7.464336533484385e-21,4.4310919987318196e-20
PSORS1C2,Upregulated,2.634922890974596,7.46884630350416e-21,4.4322018997252684e-20
SNX22,Upregulated,1.4309868550385199,7.545083183404975e-21,4.472699734569305e-20
PLCH1,Upregulated,1.7523518376509901,8.916754499642819e-21,5.2561262127810264e-20
PLEKHG4B,Upregulated,1.4576676832143152,9.225318680693033e-21,5.430387447807665e-20
CNTNAP3,Upregulated,1.6450459820533372,1.0717337107811939e-20,6.280022874902158e-20
MOG,Upregulated,3.275086420139161,1.0967899823708282e-20,6.420122114379869e-20
GCNT3,Upregulated,1.7842299079218418,1.1327334415874557e-20,6.625898612324114e-20
SLC6A11,Upregulated,2.1917003638563695,1.2289644153878027e-20,7.186295578380506e-20
TEX15,Upregulated,3.650659690514221,1.2622911367726397e-20,7.376033276762644e-20
SLC6A14,Upregulated,2.4771264014811005,1.2774698699013417e-20,7.454349730936296e-20
P3H2,Upregulated,1.126407112586852,1.434726073409812e-20,8.342979328162079e-20
NR1I2,Upregulated,1.2975036112777034,1.528708009497285e-20,8.877187846226366e-20
SUSD5,Upregulated,1.3874614706798765,1.622374783055259e-20,9.414596563405353e-20
CNIH2,Upregulated,1.2418162409236932,1.727775257462794e-20,1.0012389030819946e-19
S100A1,Upregulated,1.5948728204198526,1.7331959571439175e-20,1.0036872621087302e-19
LAD1,Upregulated,1.3242479387455375,1.7852577874258867e-20,1.0324115651155972e-19
MTMR8,Upregulated,1.0504504927212162,1.990717621910964e-20,1.1480648380845506e-19
GLT1D1,Upregulated,1.2890827583879672,2.128964933387972e-20,1.2240090171820984e-19
SYNM,Upregulated,1.5878755360407324,2.2356958812355372e-20,1.281422412228822e-19
SLAIN1,Upregulated,1.5660222236850725,2.2394119195775912e-20,1.2831142425211128e-19
COL4A4,Upregulated,1.322411962155137,2.4180275654545697e-20,1.3845104627848335e-19
ADCYAP1,Upregulated,2.1239854826028646,2.4329668709250624e-20,1.3916404711785331e-19
TRIM29,Upregulated,1.814336142632407,2.435517394991664e-20,1.3926248646839256e-19
DUOX2,Upregulated,1.539300364023291,2.5299578852292956e-20,1.4446575842595039e-19
TSHR,Upregulated,1.3470690859598347,2.92416766468709e-20,1.6646635047394664e-19
ETV7,Upregulated,1.1684890520228517,3.0144648720285175e-20,1.7143237219381689e-19
SOSTDC1,Upregulated,2.2095592283345376,3.029031270539577e-20,1.722024279370756e-19
TRAF3IP3,Upregulated,1.1009552742316993,3.0487718949582684e-20,1.732660208955972e-19
MCTP2,Upregulated,1.3354676944630928,3.155355862106445e-20,1.7895984531433446e-19
FAM171A2,Upregulated,1.213727037219447,3.1825941105667093e-20,1.804437349820801e-19
GSTA1,Upregulated,2.7734578306472564,3.508840222432039e-20,1.9840488263452027e-19
EFNA5,Upregulated,1.36095234151763,3.545116429858383e-20,2.0038860142916679e-19
TUNAR,Upregulated,3.1626801558653606,3.615040337058703e-20,2.0420355712833615e-19
SULT1B1,Upregulated,1.4037794408440283,3.629730343811348e-20,2.0489547078649937e-19
SNAP91,Upregulated,1.951685612498499,3.8106100268566965e-20,2.1503368447351333e-19
NDUFA4L2,Upregulated,1.2736614937633963,4.081484604701127e-20,2.297785497777415e-19
KRT17,Upregulated,2.1027546037630778,4.2906621340319766e-20,2.4115043825285843e-19
HAUS7,Upregulated,1.0120735812736767,4.3263706048961996e-20,2.4307600306224026e-19
DUSP2,Upregulated,1.009220380179396,4.3364116288391017e-20,2.4355864310789843e-19
CARMIL2,Upregulated,1.3776723540715847,4.5333353550962775e-20,2.541938341394666e-19
TAS1R1,Upregulated,1.437364734544324,4.767573688958368e-20,2.669382204000008e-19
IGSF23,Upregulated,2.376795604971006,4.768571139978571e-20,2.669382204000008e-19
SCGB3A2,Upregulated,2.0736484542413813,4.805714669283807e-20,2.6892779289312184e-19
CBX2,Upregulated,1.4555042938479412,5.046343756500484e-20,2.8211128532843867e-19
KCNB1,Upregulated,1.6414330923017932,5.843961848386891e-20,3.2507763920052725e-19
TREML2,Upregulated,1.5214995649298277,6.275546798503452e-20,3.483924591708861e-19
COL4A3,Upregulated,1.3851864888020247,8.09773748757999e-20,4.477760768823875e-19
GPR84,Upregulated,1.0920838673561268,8.473213863470036e-20,4.682301327845128e-19
KLHDC7B,Upregulated,1.9681821276151246,8.608044689631825e-20,4.752116219978267e-19
HLA-F,Upregulated,1.0688897966338902,9.353579890077233e-20,5.145081887110635e-19
GNLY,Upregulated,1.41138045476986,1.0299432170375965e-19,5.648705236075521e-19
PCYT1B,Upregulated,1.4960772462501994,1.2060985861003294e-19,6.578292093389321e-19
NIPAL4,Upregulated,1.8435838733212824,1.3434102202144404e-19,7.301123592411791e-19
KLK10,Upregulated,2.4572364339329114,1.4216559445328006e-19,7.716378919113047e-19
CNGB1,Upregulated,2.148557856317638,1.4298044199407714e-19,7.755591793849974e-19
AANAT,Upregulated,1.2621938353200244,1.4434176549419712e-19,7.826904260712472e-19
PRKCQ,Upregulated,1.276068140565634,1.495164591022296e-19,8.097039727123323e-19
GBX2,Upregulated,1.7983474546787843,1.6455700214473335e-19,8.87719457585406e-19
AWAT2,Upregulated,2.5278463007991845,1.660306091804436e-19,8.950937273350312e-19
ETV3L,Upregulated,2.4619377460550043,1.6625535231950572e-19,8.960176098683345e-19
SAA2,Upregulated,1.8363357010334809,1.6660170526539137e-19,8.975960937084052e-19
S100A3,Upregulated,1.0394531436871814,1.8407109567551385e-19,9.90126739570819e-19
UMODL1,Upregulated,1.7271771753664955,1.8624071211368455e-19,1.0014763212570584e-18
OSR1,Upregulated,1.742123792729754,1.9202268553119957e-19,1.030257860242179e-18
LGR6,Upregulated,1.9185709770269788,2.1469944976511863e-19,1.149720689842683e-18
SLC29A4,Upregulated,1.1858563727702174,2.1512884277218745e-19,1.1515230507861944e-18
AC007040.2,Upregulated,1.3153704534757806,2.1517320766716059e-19,1.1515230507861944e-18
SHISA3,Upregulated,1.7021695451348373,2.214167837899362e-19,1.1845586253235975e-18
CD38,Upregulated,1.5227104129383224,2.5166113325156445e-19,1.3391084326552341e-18
TAGLN3,Upregulated,2.50776441678007,2.6442604353334557e-19,1.4039166409986735e-18
KRT86,Upregulated,1.7475351857662778,2.8064676919600166e-19,1.4876848630446719e-18
CSF2RB,Upregulated,1.0283596998087734,3.016023405090301e-19,1.5952426252254559e-18
SH2D7,Upregulated,1.4749833158252401,3.2518459581772535e-19,1.7140342212207136e-18
SMIM10L2B,Upregulated,1.060987448277131,3.5257231638740595e-19,1.855480892636919e-18
TINAGL1,Upregulated,1.0650915706905062,3.7612328824561746e-19,1.974470845236844e-18
PLA2G4E,Upregulated,2.5262957665396333,3.856290349589286e-19,2.02373874301047e-18
SHC3,Upregulated,1.072241479170553,4.121436748052341e-19,2.1595093672379116e-18
SPHKAP,Upregulated,2.863541140890187,4.477194961369958e-19,2.340073132362355e-18
DMBT1,Upregulated,2.1219289338511627,5.084982743807591e-19,2.6503163707867694e-18
CASP5,Upregulated,1.3661061356547013,5.24174047540258e-19,2.7294770192636016e-18
GSDMC,Upregulated,1.756521879003814,5.409955357185787e-19,2.8153233272298514e-18
CXADR,Upregulated,1.2008392656792284,5.480091092264694e-19,2.8491721665202753e-18
FPR2,Upregulated,1.5250306110814944,5.737321425043296e-19,2.9780766240699457e-18
LIX1,Upregulated,1.8041306075677588,5.766901146859582e-19,2.9908784817262483e-18
CHAC1,Upregulated,1.2384623461297835,6.09775320798869e-19,3.1595395325837687e-18
COL23A1,Upregulated,1.1582598233341175,6.31130776951681e-19,3.2651536158597293e-18
SMC1B,Upregulated,1.6903300089151505,6.796603116397103e-19,3.51081148055614e-18
CDH4,Upregulated,1.3145749107518772,7.004768597149454e-19,3.615003234212882e-18
SIGLEC12,Upregulated,1.7859676755864582,7.477906788722518e-19,3.853256573636391e-18
OR7A5,Upregulated,2.1701024965230222,9.336772571412805e-19,4.790517662863025e-18
TTC22,Upregulated,1.2768769109006406,9.51526803504382e-19,4.8806086089922295e-18
MRAP2,Upregulated,1.576440824029756,1.0795805816159761e-18,5.523925267957637e-18
HFM1,Upregulated,1.377584784631595,1.1097760191208536e-18,5.67323989311842e-18
TENM1,Upregulated,1.5046161575692678,1.1903394120098117e-18,6.07768188832747e-18
SPOCK2,Upregulated,1.1718383127684513,1.1955230191273868e-18,6.102292625451678e-18
FOXI3,Upregulated,2.499579285922365,1.3073385155812752e-18,6.664925295954585e-18
GABRE,Upregulated,1.6942745403107538,1.443755418410893e-18,7.347003929761161e-18
KRT6A,Upregulated,2.9357440383253635,1.5007314949819653e-18,7.627696136166283e-18
AQP4,Upregulated,1.7470201834507586,1.5154304801567043e-18,7.70007472786645e-18
SYCP2L,Upregulated,1.4904343264767554,1.5950164467051897e-18,8.092213994344735e-18
PITPNM3,Upregulated,1.0464457176185697,1.6236094956745525e-18,8.234790396792865e-18
DAZL,Upregulated,2.1588043335899965,1.6353372307428177e-18,8.291767269619578e-18
KIF1A,Upregulated,2.4891462429842077,1.6767349391797644e-18,8.491484916290237e-18
MTTP,Upregulated,1.4058374886056486,1.7501831976315954e-18,8.855357300132375e-18
IRX6,Upregulated,1.6869109418106911,1.779644501221232e-18,8.998997556175314e-18
FAM166C,Upregulated,1.6038784907588635,1.8277986824922106e-18,9.231373129265713e-18
CCDC9B,Upregulated,1.0209312782716038,1.8850369709611515e-18,9.509014623947059e-18
CCL13,Upregulated,1.7015220772195012,1.894141284022715e-18,9.552070854963455e-18
SAA4,Upregulated,2.10860217332063,2.3916320542431827e-18,1.19996171328854e-17
KCNN1,Upregulated,1.2863627807816571,2.393144703434975e-18,1.2003619145881791e-17
BOC,Upregulated,1.1194820258967664,2.450390412360421e-18,1.2279747535136341e-17
FCAR,Upregulated,1.2977713913110305,2.5393975441442555e-18,1.2706827413142702e-17
DUOXA1,Upregulated,1.552103178094163,2.591341213863711e-18,1.2951305834576953e-17
SCEL,Upregulated,2.9291017425373185,2.7000681975547787e-18,1.3474656629176463e-17
FAM131C,Upregulated,1.7063226647705276,2.7353689417714085e-18,1.3638661655615801e-17
UROC1,Upregulated,1.8492505203022043,2.7366115680188647e-18,1.3640806117547713e-17
PLEKHB1,Upregulated,1.3656736681293462,2.969905044480587e-18,1.4772967670145214e-17
SLC35F3,Upregulated,1.7588485701452947,3.1770983975739243e-18,1.5780215354577233e-17
B4GALNT1,Upregulated,1.2967244523289572,3.1860497900380577e-18,1.581999523074798e-17
TUBA4A,Upregulated,1.014814533443953,3.2972972806274275e-18,1.6362703738449085e-17
SLC39A12,Upregulated,2.8324236960614853,3.3176534670387363e-18,1.6458855320521957e-17
LAG3,Upregulated,1.3448563381436716,3.4356172414760164e-18,1.7003874484050518e-17
AL391987.2,Upregulated,1.372859871570916,3.698833089608556e-18,1.8274281903575175e-17
ACTA1,Upregulated,1.9653320059909996,4.1050415326566874e-18,2.023948230550381e-17
KLK8,Upregulated,2.5072876208153962,4.503233393594637e-18,2.2118280342793085e-17
SV2C,Upregulated,1.4368784218099897,4.702497454218384e-18,2.305652081233009e-17
GRIN2D,Upregulated,1.1957804799708236,4.798605435424976e-18,2.3514007019823265e-17
KCNJ9,Upregulated,1.4581330940726516,5.872161001071725e-18,2.856616600579314e-17
IL12RB1,Upregulated,1.0247519995045071,6.394411933535613e-18,3.105275890662304e-17
GALNT17,Upregulated,1.511904020988051,6.993778422968703e-18,3.39045775815185e-17
FAM90A1,Upregulated,1.258626428436959,7.028180053160287e-18,3.4051684482670964e-17
RYR3,Upregulated,1.0390538527063398,7.215516946756366e-18,3.4898904783101656e-17
NALCN,Upregulated,1.2162136735357107,7.299216324737473e-18,3.529356096189306e-17
TMEM151B,Upregulated,1.8362090109479257,7.583427439923673e-18,3.658349996018351e-17
KHDC1,Upregulated,1.1107627807877405,7.967207703654278e-18,3.8390781552510914e-17
RCAN1,Upregulated,1.0480697817942757,8.23808560315984e-18,3.9661881590435155e-17
UPK2,Upregulated,1.5105877645454913,8.280560916927666e-18,3.9854947440763085e-17
SLITRK2,Upregulated,1.4585590733060085,8.299446943480903e-18,3.9934398190644135e-17
CACNA1E,Upregulated,1.2693470007712535,8.690293611182204e-18,4.176714833796932e-17
CACNA1B,Upregulated,1.9418134917332208,1.0017567778769985e-17,4.791308486324516e-17
ERC2,Upregulated,1.2386177697235332,1.0859027576455598e-17,5.180487495127496e-17
POU2AF1,Upregulated,1.5929278383212209,1.0962272840776757e-17,5.228256717356824e-17
SLC1A6,Upregulated,2.9441607965462473,1.1436807559660445e-17,5.448386075810997e-17
ZNF280A,Upregulated,3.2582089280283735,1.1567217403184788e-17,5.504264335733169e-17
WNT5B,Upregulated,1.1103492659769358,1.1597769868415791e-17,5.5172388934815615e-17
KCNIP1,Upregulated,1.202544637282731,1.3795809218151236e-17,6.538792917965075e-17
ST18,Upregulated,1.2352848086379034,1.4251075898713766e-17,6.746956068460425e-17
SYT15,Upregulated,1.0626030314496704,1.4333944807358702e-17,6.782363738047855e-17
MYO3A,Upregulated,1.7964818361143495,1.748154661955964e-17,8.220734023786197e-17
KCNA2,Upregulated,1.3873350655126753,1.8317738802749435e-17,8.601907664910699e-17
MSLN,Upregulated,2.6691929915293477,1.9050474206495897e-17,8.931007008619188e-17
RNASEH2A,Upregulated,1.1114536236547077,2.310874159657842e-17,1.0797371386678501e-16
GGH,Upregulated,1.1122295822620731,2.3486609387012762e-17,1.0967821930157727e-16
IL4I1,Upregulated,1.1132843101851762,2.473271317912249e-17,1.1533688579197455e-16
LRRN4,Upregulated,1.784916215410699,2.5509435049152503e-17,1.1882696881386576e-16
ADM,Upregulated,1.256765092000478,2.6597646214886114e-17,1.236901065527723e-16
HAND2,Upregulated,1.0644678073913878,2.7037061214102493e-17,1.2569874928339868e-16
DSC3,Upregulated,1.9605170109539678,2.773841217090078e-17,1.2888803308194917e-16
COLGALT2,Upregulated,1.264583533107058,2.8688382548890375e-17,1.3322837240131995e-16
RASGRF1,Upregulated,1.4769807898632021,2.871950745763908e-17,1.3332577963923323e-16
PRKAG3,Upregulated,2.4634126460452004,2.872524094323961e-17,1.3332577963923323e-16
FGFBP2,Upregulated,1.7195491794515925,3.128521470004019e-17,1.450873437525621e-16
MDGA2,Upregulated,2.6446521942626338,3.995851235061043e-17,1.8383762821102985e-16
UNC80,Upregulated,2.233366757906598,4.04100441975146e-17,1.8581418138170232e-16
PLSCR2,Upregulated,1.2600844190298164,4.1810040765647355e-17,1.920927652911023e-16
SPTB,Upregulated,1.0327767401540957,4.1910244465570124e-17,1.925004607627883e-16
TMEM35A,Upregulated,1.3641394647584808,4.323972428322791e-17,1.9817321628906093e-16
RBFOX3,Upregulated,1.622780150688702,4.5370696173320374e-17,2.0759968584292792e-16
DMRT1,Upregulated,2.9105528490779298,4.9006389855584014e-17,2.239301232704258e-16
SLC39A2,Upregulated,1.6381760399896539,4.932946105565187e-17,2.253450318917778e-16
XKR4,Upregulated,1.838561932722541,5.444057961830167e-17,2.4801857547681095e-16
SMPX,Upregulated,2.7464831365512925,5.628494460353628e-17,2.556579139621664e-16
ADAM11,Upregulated,1.0981928240082988,5.849176734554418e-17,2.6525115888627657e-16
MACROH2A2,Upregulated,1.0066776418756227,6.111352830813277e-17,2.7699079731018704e-16
PRF1,Upregulated,1.2040381354726584,6.219051055594278e-17,2.817199922323711e-16
PLD5,Upregulated,1.9186236063083748,6.3008995192115e-17,2.8519682159213446e-16
CLEC4E,Upregulated,1.367769466825295,6.55919454417664e-17,2.963287352196917e-16
TMC1,Upregulated,1.285102154325406,6.612106587847398e-17,2.985584868122166e-16
DPYS,Upregulated,1.397802107521842,6.638506649413959e-17,2.9966993716149915e-16
STXBP6,Upregulated,1.3206017027508652,7.145817980579751e-17,3.21705530324411e-16
SLCO4C1,Upregulated,1.503409947854092,7.285568289664825e-17,3.274702019997137e-16
ZNF670-ZNF695,Upregulated,1.2881538807956159,7.388137374690047e-17,3.319915691817359e-16
PANX2,Upregulated,1.2399192069126372,7.493276713515958e-17,3.3653592687668785e-16
CLEC4F,Upregulated,1.5366146012478163,7.780055035630705e-17,3.488556729117742e-16
RASGEF1A,Upregulated,1.1540907154362348,8.171538523837749e-17,3.655310118257078e-16
NIPAL1,Upregulated,1.2901010072346115,8.794039475091179e-17,3.9264450720167744e-16
WFDC1,Upregulated,1.1983405418018624,9.058089402008276e-17,4.0400426376438614e-16
KRT6C,Upregulated,2.691840076856041,9.156613241469736e-17,4.081816863988155e-16
SV2B,Upregulated,1.245152077510096,9.367104656595881e-17,4.1734329345788657e-16
SLC6A20,Upregulated,1.2725808493451278,9.402307489545618e-17,4.1868949107292267e-16
CALHM6,Upregulated,1.3634497230986031,9.994188144330173e-17,4.441038395103626e-16
KIF19,Upregulated,1.4077611191976298,1.0125745590272371e-16,4.497116851044777e-16
FGFBP1,Upregulated,2.8180063437507084,1.0914133535233125e-16,4.831921777149095e-16
TMEM213,Upregulated,2.2942805804250725,1.1441373094966267e-16,5.05867188618103e-16
NHLH1,Upregulated,1.0056847089152363,1.222740529760501e-16,5.399097320783611e-16
CERS3,Upregulated,1.679731366646809,1.2289506559946466e-16,5.4236655133643865e-16
